link_geometry_id,name,facility_type,grade,geometry,length,row_width,jurisdiction
2848,THAYER RD,Arterial,0,"LINESTRING(1549502.71 1032495.805,1549508.455 1032755.948)",260,,
2849,US-30,Freeway,0,"LINESTRING(1545487.467 1032444.617,1547443 1032430,1549501.25 1032408.718)",4013,,
2850,MAYBERRY RD,Arterial,0,"LINESTRING(1545487.467 1032444.617,1545525.613 1032097.349)",349,,
2851,US-30,Freeway,0,"LINESTRING(1549501.25 1032408.718,1554004.973 1032366.062)",4503,,
2852,SR-65,Highway,0,"LINESTRING(1530083.658 1040679.254,1530740 1042525,1531611 1044959,1531979.719 1046004.826)",5653,,
2853,SR-65,Highway,0,"LINESTRING(1530083.658 1040679.254,1529636 1039434,1529158.411 1038085.023)",2754,,
2854,SR-103,Arterial,0,"LINESTRING(1581298.947 1054010.788,1581292.238 1054727.833)",717,,
2855,SR-103,Arterial,0,"LINESTRING(1581298.947 1054010.788,1581334.68 1053254.643)",756,,
2856,STEWART RD,Arterial,0,"LINESTRING(1533614.135 1033555.595,1533644.738 1035393.897)",1838,,
2857,STEWART RD,Arterial,0,"LINESTRING(1533614.135 1033555.595,1533618.044 1032602.761)",952,,
2858,LINCOLN HWY,Arterial,0,"LINESTRING(1533644.738 1035393.897,1531937.26 1035416.012)",1707,,
2859,LINCOLN HWY,Arterial,0,"LINESTRING(1533644.738 1035393.897,1538968.099 1035324.434)",5323,,
2860,SR-65,Highway,0,"LINESTRING(1533224.184 1056578.319,1533642 1053889,1533642.784 1053882.84)",2727,,
2861,SR-65,Highway,0,"LINESTRING(1533224.184 1056578.319,1533204.6 1056676.711)",100,,
2862,MAIN ST,Arterial,0,"LINESTRING(1582236.429 1055651.381,1582796.345 1056170.529)",763,,
2863,MAIN ST,Arterial,0,"LINESTRING(1582236.429 1055651.381,1581748.514 1055165.438)",688,,
2864,SR-65,Highway,0,"LINESTRING(1533649.144 1051245.221,1532845.853 1048605.321)",2759,,
2865,SR-65,Highway,0,"LINESTRING(1533649.144 1051245.221,1533709 1051446,1533710 1051447,1533783 1051690,1533842 1051851,1533859 1051979,1533867 1052051,1533777 1052786,1533777 1052787,1533642.784 1053882.84)",2637,,
2866,SR-65,Highway,0,"LINESTRING(1532845.853 1048605.321,1532663 1048021,1532180 1046575,1531979.719 1046004.826)",2740,,
2867,PERRYSBURG ST,Highway,0,"LINESTRING(1528220.131 1035437.12,1528073.24 1035019.453)",442,,
2868,PERRYSBURG ST,Highway,0,"LINESTRING(1528220.131 1035437.12,1528221 1035441,1528361 1035827,1528363.319 1035833.348)",421,,
2869,LINCOLN HWY,Arterial,0,"LINESTRING(1528220.131 1035437.12,1527817.913 1035439.47)",402,,
2870,SLABTOWN RD,Arterial,0,"LINESTRING(1538942.775 1033657.713,1538968.099 1035324.434)",1666,,
2871,SLABTOWN RD,Arterial,0,"LINESTRING(1538942.775 1033657.713,1538933.78 1032667.198)",990,,
2872,SLABTOWN RD,Arterial,0,"LINESTRING(1538968.099 1035324.434,1539040.485 1040582.744)",5258,,
2873,HILLVILLE RD,Arterial,0,"LINESTRING(1528485.253 1046056.293,1531979.719 1046004.826)",3494,,
2874,HILLVILLE RD,Arterial,0,"LINESTRING(1531979.719 1046004.826,1533798.746 1045978.209)",1819,,
2875,SR-115,Arterial,0,"LINESTRING(1515536.715 1034347.611,1515329.172 1034994.701)",679,,
2876,"",On-Ramp,0,"LINESTRING(1515536.715 1034347.611,1515375 1034304,1515142 1034239,1514996 1034216,1514897 1034215,1514812 1034229,1514678 1034266,1514159.911 1034426.183)",1379,,
2877,SR-115,Arterial,0,"LINESTRING(1515536.715 1034347.611,1515707.606 1033816.367)",558,,
2878,SR-115,Arterial,0,"LINESTRING(1515329.172 1034994.701,1515327 1034999,1515173.71 1035505.622)",534,,
2879,SR-65,Highway,0,"LINESTRING(1527451.282 1033191.215,1528071 1035014,1528073.24 1035019.453)",1931,,
2880,"",On-Ramp,0,"LINESTRING(1527451.282 1033191.215,1527347 1033214,1527276 1033211,1527203 1033205,1527150 1033191,1527096 1033160,1527054 1033123,1526950 1033009,1526900 1032957,1526842 1032906,1526786 1032863,1526716 1032822,1526641 1032790,1526566 1032764,1526471 1032746,1525737.596 1032715.606)",1778,,
2881,SR-65,Highway,0,"LINESTRING(1527451.282 1033191.215,1527240.627 1032660.595)",570,,
2882,SR-65,Highway,0,"LINESTRING(1528363.319 1035833.348,1528378 1035875,1528902 1037329,1529139 1038032,1529158.411 1038085.023)",2387,,
2883,US-30,Freeway,0,"LINESTRING(1514159.911 1034426.183,1512527.927 1035070.803)",1754,,
2884,US-30,Freeway,0,"LINESTRING(1514470.191 1034238.663,1515606.911 1033805.799)",1216,,
2885,"",On-Ramp,0,"LINESTRING(1514470.191 1034238.663,1515046 1033941,1515133 1033890,1515194 1033850,1515250 1033801,1515304 1033744,1515355 1033675,1515395 1033604,1515430 1033523,1515466 1033423,1515497 1033362,1515546 1033305,1515600 1033271,1515665 1033246,1515732 1033234,1515782 1033228,1515886.379 1033245.982)",1729,,
2886,"",On-Ramp,0,"LINESTRING(1529042.833 1032660.917,1528339 1032740,1528244 1032758,1528140 1032787,1528037 1032827,1527921 1032884,1527451.282 1033191.215)",1677,,
2887,US-30,Freeway,0,"LINESTRING(1529042.833 1032660.917,1527231.055 1032698.671)",1812,,
2888,US-30,Freeway,0,"LINESTRING(1533587.432 1032641.564,1530432 1032662,1529042.833 1032660.917)",4544,,
2889,US-30,Freeway,0,"LINESTRING(1528904.764 1032603.205,1530453 1032572,1533589.302 1032558.065)",4684,,
2890,US-30,Freeway,0,"LINESTRING(1533589.302 1032558.065,1534569.032 1032550.148)",979,,
2891,"",On-Ramp,0,"LINESTRING(1516804.383 1033423.283,1516212 1033714,1516105 1033804,1516043 1033886,1515977 1033997,1515888 1034191,1515849 1034251,1515803 1034297,1515750 1034330,1515696 1034349,1515536.715 1034347.611)",1568,,
2892,US-30,Freeway,0,"LINESTRING(1516804.383 1033423.283,1516722 1033456,1516626 1033493,1516522 1033532,1516412 1033575,1516296 1033620,1516173 1033669,1516043 1033721,1515907 1033777,1515764 1033835,1515615.455 1033895.309)",1279,,
2893,US-30,Freeway,0,"LINESTRING(1525737.596 1032715.606,1523602 1032724,1522337 1032740,1521160 1032748,1520567 1032758,1520455 1032763,1520345 1032767,1520237 1032772,1520129 1032778,1520022 1032785,1519917 1032793,1519813 1032801,1519709 1032810,1519607 1032820,1519506 1032831,1519406 1032843,1519307 1032855,1519210 1032868,1519113 1032883,1519018 1032898,1518924 1032913,1518834 1032928,1518746 1032943,1518662 1032957,1518581 1032972,1518503 1032986,1518428 1033000,1518356 1033014,1518286 1033027,1518220 1033040,1518158 1033053,1518098 1033066,1518041 1033078,1517987 1033090,1517936 1033102,1517887 1033114,1517837 1033126,1517787 1033139,1517737 1033152,1517686 1033165,1517635 1033177,1517584 1033191,1517532 1033204,1517481 1033219,1517428 1033233,1517376 1033247,1517323 1033261,1517270 1033276,1517217 1033291,1517163 1033307,1517106 1033324,1517043 1033344,1516973 1033367,1516896 1033394,1516804.383 1033423.283)",8961,,
2894,US-30,Freeway,0,"LINESTRING(1517044.312 1033263.311,1517154 1033223,1517273 1033188,1517392 1033153,1517511 1033120,1517628 1033088,1517745 1033057,1517861 1033028,1517976 1033000,1518090 1032974,1518204 1032949,1518316 1032925,1518427 1032902,1518538 1032881,1518648 1032861,1518756 1032843,1518864 1032825,1518971 1032809,1519077 1032795,1519182 1032781,1519287 1032769,1519390 1032757,1519493 1032746,1519595 1032736,1519696 1032726,1519796 1032718,1519896 1032710,1519995 1032703,1520093 1032697,1520190 1032692,1520286 1032687,1520382 1032684,1520476 1032681,1520569 1032677,1521159 1032668,1522336 1032659,1523602 1032643,1525333.558 1032633.467)",8313,,
2895,"",On-Ramp,0,"LINESTRING(1525333.558 1032633.467,1525977 1032576,1526090 1032559,1526191 1032537,1526309 1032501,1526424 1032459,1526555 1032390,1527064.687 1032089.27)",1814,,
2896,US-30,Freeway,0,"LINESTRING(1525333.558 1032633.467,1525947 1032642,1526454 1032634,1527245.166 1032619.692)",1911,,
2897,SR-115,Arterial,0,"LINESTRING(1516039.144 1032737.304,1515886.379 1033245.982)",531,,
2898,US-30,Freeway,0,"LINESTRING(1515615.455 1033895.309,1514159.911 1034426.183)",1549,,
2899,US-30,Freeway,0,"LINESTRING(1515606.911 1033805.799,1515725 1033751,1515844 1033700,1515963 1033651,1516082 1033602,1516201 1033555,1516320 1033509,1516439 1033464,1516558 1033421,1516677 1033379,1516797 1033338,1516915 1033299,1517044.312 1033263.311)",1536,,
2900,"",On-Ramp,0,"LINESTRING(1515886.379 1033245.982,1516111 1033312,1516273 1033354,1516355 1033372,1516447 1033375,1516529 1033370,1517044.312 1033263.311)",1158,,
2901,SR-115,Arterial,0,"LINESTRING(1515886.379 1033245.982,1515707.606 1033816.367)",597,,
2902,"",On-Ramp,0,"LINESTRING(1527064.687 1032089.27,1527110 1032087,1527181 1032091,1527237 1032100,1527295 1032116,1527348 1032145,1527396 1032188,1527569 1032368,1527633 1032421,1527704 1032472,1527774 1032507,1527851 1032537,1527929 1032558,1528904.764 1032603.205)",1910,,
2903,SR-65,Highway,0,"LINESTRING(1527064.687 1032089.27,1527240.627 1032660.595)",597,,
2904,US-30,Freeway,0,"LINESTRING(1527245.166 1032619.692,1528904.764 1032603.205)",1659,,
2905,US-30,Freeway,0,"LINESTRING(1527231.055 1032698.671,1526455 1032714,1525947 1032722,1525737.596 1032715.606)",1493,,
2906,SR-115,Arterial,0,"LINESTRING(1515214.469 1040728.074,1515155 1036155,1515166 1035527,1515173.71 1035505.622)",5222,,
2907,NAPOLEON RD,Arterial,0,"LINESTRING(1562294.481 1013872.757,1563185.46 1010426.659)",3559,,
2908,NAPOLEON RD,Arterial,0,"LINESTRING(1562294.481 1013872.757,1561442.089 1017352.15)",3582,,
2909,NAPOLEON RD,Arterial,0,"LINESTRING(1566319.206 1008642.174,1567118.613 1008620.742)",799,,
2910,PHILLIPS RD,Arterial,0,"LINESTRING(1570196.854 1006222.884,1570174.069 1003561.3)",2661,,
2911,LINCOLN HWY,Arterial,0,"LINESTRING(1515173.71 1035505.622,1516637 1035498,1523067.642 1035464.639)",7894,,
2912,LINCOLN HWY,Arterial,0,"LINESTRING(1515173.71 1035505.622,1514879 1035627,1514634 1035727,1514634.017 1035728.281)",583,,
2913,LINCOLN HWY,Arterial,0,"LINESTRING(1523067.642 1035464.639,1525694.689 1035450.758)",2627,,
2914,LINCOLN HWY,Arterial,0,"LINESTRING(1525694.689 1035450.758,1527765 1035439,1527817.913 1035439.47)",2123,,
2915,SR-309,Highway,0,"LINESTRING(1561333.659 998241.5,1563526.936 998237.562)",2193,,
2916,SR-309,Highway,0,"LINESTRING(1561333.659 998241.5,1559385.103 998234.938)",1948,,
2917,NAPOLEON RD,Arterial,0,"LINESTRING(1579036.853 977748.938,1581539 971428,1581518 971071,1581845.005 970242.063)",8014,,
2918,NAPOLEON RD,Arterial,0,"LINESTRING(1579036.853 977748.938,1578338.535 979630.438)",2006,,
2919,US-30,Freeway,0,"LINESTRING(1538891.126 1032714.586,1538808 1032707,1538726 1032700,1538646 1032694,1538567 1032687,1538489 1032681,1538413 1032675,1538339 1032669,1538265 1032663,1538193 1032658,1538123 1032652,1538054 1032647,1537986 1032642,1537920 1032638,1537855 1032633,1537791.002 1032628.183)",1103,,
2920,US-30,Freeway,0,"LINESTRING(1538895.504 1032631.043,1538970 1032630,1539445 1032662,1540146 1032703,1540319 1032702,1540319 1032702,1540561 1032702,1540960 1032700,1541249 1032675,1541674 1032621,1542189 1032556,1542657 1032516,1543020 1032489,1543572 1032468,1545487.467 1032444.617)",6594,,
2921,SLABTOWN RD,Arterial,0,"LINESTRING(1538914.765 1031754.128,1538933.78 1032667.198)",913,,
2922,US-30,Freeway,0,"LINESTRING(1534393.276 1032633.387,1533587.432 1032641.564)",805,,
2923,US-30,Freeway,0,"LINESTRING(1537791.002 1032628.183,1537410 1032596,1537204 1032591,1536969 1032599,1536668 1032609,1536177 1032625,1535376 1032622,1535130 1032626,1534393.276 1032633.387)",3397,,
2924,US-30,Freeway,0,"LINESTRING(1534569.032 1032550.148,1535129 1032545,1535375 1032542,1536176 1032545,1536666 1032529,1536966 1032518,1537203 1032511,1537315.291 1032513.554)",2746,,
2925,US-30,Freeway,0,"LINESTRING(1537315.291 1032513.554,1537387 1032513,1537464 1032515,1537546 1032519,1537633 1032523,1537725 1032528,1537821 1032534,1537922 1032541,1538027 1032549,1538137 1032557,1538252 1032567,1538371 1032578,1538495 1032589,1538624 1032602,1538757 1032615,1538895.504 1032631.043)",1584,,
2926,SLABTOWN RD,Arterial,0,"LINESTRING(1539040.485 1040582.744,1539128.713 1045892.953)",5310,,
2927,SLABTOWN RD,Arterial,0,"LINESTRING(1539222.629 1053738.914,1539189.051 1050626.692)",3112,,
2928,SLABTOWN RD,Arterial,0,"LINESTRING(1539166.333 1048516.293,1539128.713 1045892.953)",2623,,
2929,SLABTOWN RD,Arterial,0,"LINESTRING(1539166.333 1048516.293,1539189.051 1050626.692)",2110,,
2930,HILLVILLE RD,Arterial,0,"LINESTRING(1539128.713 1045892.953,1533798.746 1045978.209)",5330,,
2931,PHILLIPS RD,Arterial,0,"LINESTRING(1569720.75 979667.75,1569753.234 982317.813)",2650,,
2932,PHILLIPS RD,Arterial,0,"LINESTRING(1569720.75 979667.75,1569658 974378,1569658.149 974376.25)",5291,,
2933,BRENTLINGER R,Arterial,0,"LINESTRING(1556969.027 985506.563,1557027 986319,1557070 986738,1557092 987007,1557097 987221,1557168 987560,1557205 987748,1557252 988025,1557276 988223,1557272 988875,1557276 989298,1557271 989482,1557263 989593,1557265 989663,1557271 989737,1557322 989852,1557486 990151,1557756 990551,1558316 991429,1558548 991788,1558548.995 991788.625)",6477,,
2934,SR-117,Arterial,0,"LINESTRING(1556969.027 985506.563,1557676.668 985017.5)",860,,
2935,BRENTLINGER R,Arterial,0,"LINESTRING(1558548.995 991788.625,1558970 992437,1559273 992908,1559273.644 992909.125)",1334,,
2936,JOHNSTON RD,Arterial,0,"LINESTRING(1560515.097 984106.313,1560727 984493,1560859 984782,1560893 984864,1560914 984905,1560949 984954,1560989 985000,1561046 985035,1561147 985082,1561348 985315,1561348 985315,1561447 985430,1562107 986172,1562191 986255,1562250 986308,1562329 986326,1562650 986308,1563180 986313,1563244.668 988968.938)",5576,,
2937,FAULKNER RD,Arterial,0,"LINESTRING(1560515.097 984106.313,1560488 984115,1560487 984115,1560285 984181,1560105 984287,1559851 984428,1559731 984533,1559548 984664,1559403 984718,1559237 984742,1558931 984733,1558670 984718,1558668.151 984717)",1945,,
2938,HARROD RD,Arterial,0,"LINESTRING(1563244.668 988968.938,1564566.833 988954.5)",1322,,
2939,HARROD RD,Arterial,0,"LINESTRING(1564566.833 988954.5,1569865 988930,1569867.947 988930.375)",5301,,
2940,PHILLIPS RD,Arterial,0,"LINESTRING(1569867.947 988930.375,1569753.234 982317.813)",6613,,
2941,PHILLIPS RD,Arterial,0,"LINESTRING(1569867.947 988930.375,1569926.629 992912.188)",3982,,
2942,HARROD RD,Arterial,0,"LINESTRING(1569867.947 988930.375,1572179.401 988933.438)",2311,,
2943,NAPOLEON RD,Arterial,0,"LINESTRING(1575186.388 987574.375,1578338.535 979630.438)",8546,,
2944,NAPOLEON RD,Arterial,0,"LINESTRING(1575186.388 987574.375,1575131 987713,1575082 987836,1575058 987898,1575042 987937,1575023 987983,1575014 988004,1575005 988024,1574997 988041,1574988 988063,1574980 988085,1574970 988113,1574960 988139,1574946 988174,1574926 988208,1574906 988238,1574893 988253,1574867 988273,1574849 988291,1574823 988318,1574427.384 988322.813)",1065,,
2945,AGLER RD,Arterial,0,"LINESTRING(1575186.388 987574.375,1575107 987575)",79,,
2946,RESERVOIR RD,Arterial,0,"LINESTRING(1563590.401 1003564.555,1568767.606 1003559.674)",5177,,
2947,RUMBAUGH RD,Arterial,0,"LINESTRING(1563590.401 1003564.555,1563589 1003464,1563589.022 1003462.164)",102,,
2948,RESERVOIR RD,Arterial,0,"LINESTRING(1568767.606 1003559.674,1570174.069 1003561.3)",1406,,
2949,NAPOLEON RD,Arterial,0,"LINESTRING(1568767.606 1003559.674,1569830.757 1000924.078)",2841,,
2950,NAPOLEON RD,Arterial,0,"LINESTRING(1568767.606 1003559.674,1568214 1004906,1567421 1006791,1567119 1007533,1567119 1007539,1567119 1007541,1567119 1007917,1567119.273 1007919.141)",4660,,
2951,CLUM RD,Arterial,0,"LINESTRING(1564629.726 992938.75,1569926.629 992912.188)",5296,,
2952,CLUM RD,Arterial,0,"LINESTRING(1564629.726 992938.75,1561967 992953.063)",2662,,
2953,PHILLIPS RD,Arterial,0,"LINESTRING(1569926.629 992912.188,1570008.835 998266.875)",5355,,
2954,CLUM RD,Arterial,0,"LINESTRING(1569926.629 992912.188,1573076.915 992903.063)",3150,,
2955,MADDEN RD,Arterial,0,"LINESTRING(1562997.678 971720.375,1563127 971679,1563192 971657,1563268 971649,1563922 971633,1564351 971625,1564489 971675,1564544 971700,1564679 971747,1565775 971740,1568259.421 971713)",5261,,
2956,MADDEN RD,Arterial,0,"LINESTRING(1562997.678 971720.375,1562827 971748,1562704 971781,1562575 971774,1562431 971782,1561811 971785,1559020.128 971798.188)",3978,,
2957,SR-117,Arterial,0,"LINESTRING(1568259.421 971713,1568088 971915,1567758 972280,1567324 972818,1566682 973611,1566085 974281,1565692 974750,1565317 975222,1565027 975580,1564736 975984,1564647 976113,1564553 976295,1564431 976547,1564410 976662,1564374 976775,1564341 976878,1564311 976985,1564274 977094,1564225 977228,1564192 977335,1564148 977430,1564090 977540,1563992 977693,1563721 977990,1563551 978117,1563318 978273,1563058.38 978488.188)",8541,,
2958,SR-117,Arterial,0,"LINESTRING(1568259.421 971713,1568366 971556,1568541 971309,1568743 971008,1568897 970793,1569008 970621,1569602.659 969687.875)",2430,,
2959,AMHERST RD,Arterial,0,"LINESTRING(1563385.286 969121.062,1569994.758 969071.188)",6609,,
2960,AMHERST RD,Arterial,0,"LINESTRING(1563385.286 969121.062,1558996.641 969155.25)",4388,,
2961,SR-117,Arterial,0,"LINESTRING(1569994.758 969071.188,1569602.659 969687.875)",730,,
2962,AMHERST RD,Arterial,0,"LINESTRING(1569994.758 969071.188,1572183 969072,1574738.019 969067.313)",4743,,
2963,SR-117,Arterial,0,"LINESTRING(1563058.38 978488.188,1562232 979104,1561336 979747,1560608 980324,1560405 980544,1560319 980709,1560186 980880,1560050 981110,1559681 981719,1559364 982251,1559115.686 982618.5)",5710,,
2964,SR-309,Highway,0,"LINESTRING(1563526.936 998237.562,1570008.835 998266.875)",6481,,
2965,RUMBAUGH RD,Arterial,0,"LINESTRING(1563526.936 998237.562,1563589.022 1003462.164)",5224,,
2966,SR-309,Highway,0,"LINESTRING(1570008.835 998266.875,1570906.744 998261.75)",897,,
2967,NAPOLEON RD,Arterial,0,"LINESTRING(1574427.384 988322.813,1574437 988955)",632,,
2968,SR-117,Arterial,0,"LINESTRING(1558145.152 984253.625,1558315 983975,1558490.669 983652.813)",693,,
2969,SR-117,Arterial,0,"LINESTRING(1558145.152 984253.625,1558056.807 984397.938)",169,,
2970,SR-196,Arterial,0,"LINESTRING(1559030.226 972908.438,1559067.133 977085.125)",4176,,
2971,SR-196,Arterial,0,"LINESTRING(1559030.226 972908.438,1559030 972908,1559020.128 971798.188)",1110,,
2972,CREPS RD,Arterial,0,"LINESTRING(1551408.749 980810.062,1552426 981584,1552730 981819,1554055 982428,1554055 982428,1554060 982430,1554702 982454,1554850 982435,1555249 982333,1558490.669 983652.813)",7631,,
2973,SR-117,Arterial,0,"LINESTRING(1558490.669 983652.813,1558502 983630,1559115.686 982618.5)",1208,,
2974,KERR RD,Arterial,0,"LINESTRING(1552145.853 971857.5,1551908.996 969663.875)",2206,,
2975,SR-196,Arterial,0,"LINESTRING(1559067.133 977085.125,1559115.686 982618.5)",5533,,
2976,SR-117,Arterial,0,"LINESTRING(1557676.668 985017.5,1557789 984834,1557874.167 984695.75)",377,,
2977,SR-196,Arterial,0,"LINESTRING(1559020.128 971798.188,1559010.666 970709.75)",1088,,
2978,AMHERST RD,Arterial,0,"LINESTRING(1553843.636 969177.688,1552224 969191,1551876 969226,1551908.996 969663.875)",1994,,
2979,SR-196,Arterial,0,"LINESTRING(1558996.641 969155.25,1559010.666 970709.75)",1554,,
2980,FAULKNER RD,Arterial,0,"LINESTRING(1558668.151 984717,1558518 984638,1558370.176 984561.5)",336,,
2981,FAULKNER RD,Arterial,0,"LINESTRING(1558056.807 984397.938,1558066 984402,1558066 984403,1558204 984475,1558370.176 984561.5)",353,,
2982,SR-117,Arterial,0,"LINESTRING(1558056.807 984397.938,1557972 984536,1557874.167 984695.75)",349,,
2983,BRENTLINGER R,Arterial,0,"LINESTRING(1559310.631 992966.5,1559358 995095,1559385.103 998234.938)",5268,,
2984,BRENTLINGER R,Arterial,0,"LINESTRING(1559310.631 992966.5,1559273.644 992909.125)",68,,
2985,CLUM RD,Arterial,0,"LINESTRING(1559310.631 992966.5,1561967 992953.063)",2656,,
2986,SR-309,Highway,0,"LINESTRING(1559385.103 998234.938,1556909.016 998235.812)",2476,,
2987,PHILLIPS RD,Arterial,0,"LINESTRING(1569602.659 969687.875,1569658.149 974376.25)",4688,,
2988,AMHERST RD,Arterial,0,"LINESTRING(1574738.019 969067.313,1574878 969066,1574880.126 969066.875)",142,,
2989,AMHERST RD,Arterial,0,"LINESTRING(1574880.126 969066.875,1580160.162 969008.938)",5280,,
2990,RESERVOIR RD,Arterial,0,"LINESTRING(1573624.651 1003591.165,1570174.069 1003561.3)",3450,,
2991,CLUM RD,Arterial,0,"LINESTRING(1573076.915 992903.063,1574240 992890,1575209.498 992876.375)",2132,,
2992,NAPOLEON RD,Arterial,0,"LINESTRING(1573076.915 992903.063,1570906.744 998261.75)",5781,,
2993,NAPOLEON RD,Arterial,0,"LINESTRING(1573076.915 992903.063,1573614.462 991575.625)",1432,,
2994,NAPOLEON RD,Arterial,0,"LINESTRING(1570906.744 998261.75,1569830.757 1000924.078)",2871,,
2995,HARROD RD,Arterial,0,"LINESTRING(1572179.401 988933.438,1573703.167 988935.25)",1523,,
